_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
2512,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,706,99.8,501,0.2,1,502,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2513,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,707,100.0,250,0.0,0,250,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2514,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,71,96.16,17575,3.84,701,18276,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2515,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,72,94.68,25937,5.32,1457,27394,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2516,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,72M,95.41,25361,4.59,1220,26581,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2517,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,72R,92.24,40953,7.76,3447,44400,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2518,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,73,95.63,50405,4.37,2301,52706,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2519,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,74,96.64,22287,3.36,774,23061,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2520,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,76,96.43,21799,3.57,807,22606,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2521,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,78,98.44,568,1.56,9,577,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2522,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,79,98.44,21886,1.56,347,22233,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2523,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,800,98.02,9827,1.98,198,10025,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2524,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,801,97.69,9291,2.31,220,9511,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2525,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,802,99.53,4015,0.47,19,4034,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2526,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,805,97.59,4300,2.41,106,4406,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2527,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,840,97.57,4292,2.43,107,4399,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2528,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,851,98.86,3630,1.14,42,3672,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2529,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,86,99.6,26921,0.4,109,27030,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2530,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,88,98.06,39014,1.94,771,39785,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2531,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,90,95.89,32510,4.11,1392,33902,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2532,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,93,98.11,15872,1.89,306,16178,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2533,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,95,99.68,15682,0.32,50,15732,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2534,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,96,97.45,22254,2.55,582,22836,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2535,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,97,96.43,37331,3.57,1381,38712,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2536,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,98,96.4,32367,3.6,1208,33575,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2537,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,99,97.26,37480,2.74,1055,38535,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2538,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,E,99.3,1989,0.7,14,2003,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2539,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,F,98.4,27995,1.6,456,28451,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2540,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,FS,99.8,1002,0.2,2,1004,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2541,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,G,99.72,1752,0.28,5,1757,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2542,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,J,99.35,2281,0.65,15,2296,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2543,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,L,100.0,1505,0.0,0,1505,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2544,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,LA,99.84,1252,0.16,2,1254,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2545,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,NL,96.73,35771,3.27,1209,36980,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2546,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,NX,99.05,1883,0.95,18,1901,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2547,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,NX3,98.86,1734,1.14,20,1754,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2548,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,O,97.0,23571,3.0,729,24300,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2549,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,OX,98.11,1977,1.89,38,2015,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2550,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,P,98.97,2982,1.03,31,3013,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2551,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,System Wide,96.83,1777092,3.17,58268,1835360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2552,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,U,99.13,2743,0.87,24,2767,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2553,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,V,99.42,1891,0.58,11,1902,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2554,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,W,99.1,1990,0.9,18,2008,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2555,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,10,96.41,3627,3.59,135,3762,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2556,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,12,97.89,2734,2.11,59,2793,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2557,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,14,96.06,3068,3.94,126,3194,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2558,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,18,98.62,4001,1.38,56,4057,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2559,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,19,100.0,1023,0.0,0,1023,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2560,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,1T,96.63,6590,3.37,230,6820,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2561,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,20,96.36,2274,3.64,86,2360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2562,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,200,96.5,3198,3.5,116,3314,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2563,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,21,98.62,1994,1.38,28,2022,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2564,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,210,98.31,1919,1.69,33,1952,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2565,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,212,99.05,1663,0.95,16,1679,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2566,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,215,99.83,601,0.17,1,602,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2567,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,216,99.13,802,0.87,7,809,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2568,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,217,98.53,1872,1.47,28,1900,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2569,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,232,99.75,800,0.25,2,802,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2570,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,239,99.43,1213,0.57,7,1220,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2571,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,251,99.38,799,0.62,5,804,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2572,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,28,99.24,1046,0.76,8,1054,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2573,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,29,98.65,2334,1.35,32,2366,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2574,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,33,98.52,3519,1.48,53,3572,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2575,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,34,97.16,1027,2.84,30,1057,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2576,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,35,97.57,1045,2.43,26,1071,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2577,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,36,98.74,2267,1.26,29,2296,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2578,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,376,91.93,786,8.07,69,855,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2579,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,39,98.91,633,1.09,7,640,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2580,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,40,96.13,5173,3.87,208,5381,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2581,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,41,99.81,1052,0.19,2,1054,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2582,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,45,93.93,2151,6.07,139,2290,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2583,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,46L,99.81,539,0.19,1,540,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2584,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,51A,96.17,5003,3.83,199,5202,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2585,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,51B,98.56,5140,1.44,75,5215,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2586,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,52,99.63,3457,0.37,13,3470,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2587,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,54,98.21,3286,1.79,60,3346,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2588,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,56,98.4,1043,1.6,17,1060,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2589,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,57,97.35,4880,2.65,133,5013,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2590,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,6,98.9,5192,1.1,58,5250,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2591,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,60,97.91,1639,2.09,35,1674,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2592,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,62,98.15,3027,1.85,57,3084,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2593,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,65,99.21,754,0.79,6,760,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2594,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,67,98.91,910,1.09,10,920,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2595,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,7,99.24,913,0.76,7,920,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2596,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,70,95.71,870,4.29,39,909,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2597,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,701,98.33,59,1.67,1,60,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2598,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,702,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2599,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,703,100.0,20,0.0,0,20,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2600,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,706,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2601,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,707,100.0,20,0.0,0,20,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2602,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,71,96.6,1449,3.4,51,1500,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2603,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,72,94.22,2200,5.78,135,2335,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2604,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,72M,96.72,2155,3.28,73,2228,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2605,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,72R,94.91,3525,5.09,189,3714,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2606,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,73,96.1,4290,3.9,174,4464,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2607,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,74,97.98,1893,2.02,39,1932,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2608,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,76,98.03,1793,1.97,36,1829,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2609,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,78,98.13,472,1.87,9,481,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2610,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,79,99.2,1982,0.8,16,1998,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2611,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,800,98.85,949,1.15,11,960,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2612,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,801,98.76,795,1.24,10,805,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2613,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,802,99.41,339,0.59,2,341,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2614,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,805,97.87,368,2.13,8,376,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2615,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,840,98.38,365,1.62,6,371,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2616,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,851,100.0,309,0.0,0,309,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2617,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,86,99.63,2171,0.37,8,2179,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2618,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,88,97.72,3565,2.28,83,3648,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2619,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,90,95.37,2717,4.63,132,2849,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2620,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,93,99.16,1303,0.84,11,1314,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2621,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,95,100.0,1302,0.0,0,1302,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2622,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,96,97.65,1998,2.35,48,2046,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2623,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,97,96.53,3090,3.47,111,3201,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2624,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,98,98.22,2710,1.78,49,2759,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2625,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,99,97.8,3151,2.2,71,3222,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2626,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,E,99.37,157,0.63,1,158,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2627,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,F,98.84,2377,1.16,28,2405,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2628,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,FS,100.0,80,0.0,0,80,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2629,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,G,98.57,138,1.43,2,140,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2630,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,J,99.38,159,0.63,1,160,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2631,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,L,100.0,120,0.0,0,120,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2632,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,LA,100.0,100,0.0,0,100,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2633,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,NL,98.02,3024,1.98,61,3085,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2634,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,NX,100.0,140,0.0,0,140,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2635,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,NX3,100.0,139,0.0,0,139,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2636,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,O,99.02,2026,0.98,20,2046,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2637,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,OX,98.14,158,1.86,3,161,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2638,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,P,98.35,238,1.65,4,242,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2639,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,System Wide,97.63,150307,2.37,3643,153950,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2640,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,U,99.55,219,0.45,1,220,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2641,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,V,100.0,140,0.0,0,140,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2642,Service Operated,Monthly,2023,2023-07-01T00:00:00,2023-07-31T00:00:00,W,99.37,158,0.63,1,159,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2643,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,10,97.76,3756,2.24,86,3842,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2644,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,12,98.17,2625,1.83,49,2674,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2645,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,14,96.35,3243,3.65,123,3366,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2646,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,18,96.54,3877,3.46,139,4016,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2647,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,19,98.51,990,1.49,15,1005,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2648,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,1T,95.41,6520,4.59,314,6834,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2649,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,20,97.42,2077,2.58,55,2132,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2650,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,200,99.65,2844,0.35,10,2854,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2651,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,21,98.45,1782,1.55,28,1810,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2652,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,210,99.35,1990,0.65,13,2003,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2653,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,212,98.81,1658,1.19,20,1678,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2654,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,215,99.86,695,0.14,1,696,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2655,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,216,99.38,802,0.62,5,807,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2656,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,217,99.27,1892,0.73,14,1906,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2657,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,232,100.0,804,0.0,0,804,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2658,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,239,99.43,1395,0.57,8,1403,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2659,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,251,99.87,798,0.13,1,799,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2660,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,28,99.72,1051,0.28,3,1054,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2661,Service Operated,Monthly,2023,2023-08-01T00:00:00,2023-08-31T00:00:00,29,97.83,2213,2.17,49,2262,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
